"Year Month","State","Countym","Industry","Suspicious Activity","Count"
"2020 September","Tennessee","Smith County, TN","Depository Institution","Wire","1"
"2020 September","Tennessee","Smith County, TN","Depository Institution","[Total]","18"
"2020 September","Tennessee","Stewart County, TN","Depository Institution","ACH","1"
"2020 September","Tennessee","Stewart County, TN","Depository Institution","Business Loan","1"
"2020 September","Tennessee","Stewart County, TN","Depository Institution","Check","1"
"2020 September","Tennessee","Stewart County, TN","Depository Institution","Other Fraud (Type)","1"
"2020 September","Tennessee","Stewart County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","1"
"2020 September","Tennessee","Stewart County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","1"
"2020 September","Tennessee","Stewart County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","2"
"2020 September","Tennessee","Stewart County, TN","Depository Institution","Transaction(s) Below CTR Threshold","2"
"2020 September","Tennessee","Stewart County, TN","Depository Institution","[Total]","10"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","ACH","3"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","Elder Financial Exploitation","1"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","Exchanges Small Bills for Large Bills or Vice Versa","1"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","Funnel Account","1"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","Other Fraud (Type)","3"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","Other Money Laundering","7"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","Other Other Suspicious Activities","7"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","Suspicion Concerning the Source of Funds","10"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","Suspicious EFT/Wire Transfers","13"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","2"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","9"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","Suspicious Use of Multiple Accounts","2"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","Suspicious use of multiple transaction locations","3"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","3"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","5"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","12"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","Transaction(s) Below BSA Recordkeeping Threshold","1"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","Transaction(s) Below CTR Threshold","19"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","Two or More Individuals Working Together","3"
"2020 September","Tennessee","Sullivan County, TN","Depository Institution","[Total]","105"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","ACH","1"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Check","4"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Counterfeit Instrument","1"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Identity Theft","1"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Mass-Marketing","1"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Other Fraud (Type)","1"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Other Money Laundering","1"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Other Other Suspicious Activities","2"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Other Structuring","1"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Refused or Avoided Request for Documentation","1"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Suspicion Concerning the Physical Condition of Funds","1"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Suspicion Concerning the Source of Funds","11"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Suspicious EFT/Wire Transfers","7"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","1"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","1"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Suspicious Use of Multiple Accounts","3"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Suspicious use of multiple transaction locations","4"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","2"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","22"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","13"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Transaction(s) Below CTR Threshold","17"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Two or More Individuals Working Together","5"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","Wire","1"
"2020 September","Tennessee","Sumner County, TN","Depository Institution","[Total]","102"
"2020 September","Tennessee","Tipton County, TN","Depository Institution","ACH","2"
"2020 September","Tennessee","Tipton County, TN","Depository Institution","Other Fraud (Type)","2"
"2020 September","Tennessee","Tipton County, TN","Depository Institution","Other Money Laundering","1"
"2020 September","Tennessee","Tipton County, TN","Depository Institution","Suspicion Concerning the Source of Funds","1"
"2020 September","Tennessee","Tipton County, TN","Depository Institution","Suspicious EFT/Wire Transfers","1"
"2020 September","Tennessee","Tipton County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","1"
"2020 September","Tennessee","Tipton County, TN","Depository Institution","Suspicious use of multiple transaction locations","1"
"2020 September","Tennessee","Tipton County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","3"
"2020 September","Tennessee","Tipton County, TN","Depository Institution","Transaction(s) Below CTR Threshold","3"
"2020 September","Tennessee","Tipton County, TN","Depository Institution","Two or More Individuals Working Together","1"
"2020 September","Tennessee","Tipton County, TN","Depository Institution","[Total]","16"
"2020 September","Tennessee","Trousdale County, TN","Depository Institution","Suspicious use of multiple transaction locations","1"
"2020 September","Tennessee","Trousdale County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","2"
"2020 September","Tennessee","Trousdale County, TN","Depository Institution","Transaction(s) Below CTR Threshold","2"
"2020 September","Tennessee","Trousdale County, TN","Depository Institution","Two or More Individuals Working Together","1"
"2020 September","Tennessee","Trousdale County, TN","Depository Institution","[Total]","6"
"2020 September","Tennessee","Unicoi County, TN","Depository Institution","Transaction(s) Below CTR Threshold","1"
"2020 September","Tennessee","Unicoi County, TN","Depository Institution","[Total]","1"
"2020 September","Tennessee","Van Buren County, TN","Depository Institution","Other Fraud (Type)","1"
"2020 September","Tennessee","Van Buren County, TN","Depository Institution","Suspicious EFT/Wire Transfers","1"
"2020 September","Tennessee","Van Buren County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","1"
"2020 September","Tennessee","Van Buren County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","1"
"2020 September","Tennessee","Van Buren County, TN","Depository Institution","Wire","1"
"2020 September","Tennessee","Van Buren County, TN","Depository Institution","[Total]","5"
"2020 September","Tennessee","Warren County, TN","Depository Institution","ACH","4"
"2020 September","Tennessee","Warren County, TN","Depository Institution","Against Financial Institution Customer(s)","1"
"2020 September","Tennessee","Warren County, TN","Depository Institution","Other Fraud (Type)","3"
"2020 September","Tennessee","Warren County, TN","Depository Institution","Other Money Laundering","2"
"2020 September","Tennessee","Warren County, TN","Depository Institution","Suspicion Concerning the Source of Funds","1"
"2020 September","Tennessee","Warren County, TN","Depository Institution","Suspicious EFT/Wire Transfers","3"
"2020 September","Tennessee","Warren County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","4"
"2020 September","Tennessee","Warren County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","3"
